game_id,turn_number,player,piece_moved,from_square,to_square,move_duration_sec,eval_score,is_promotion,promotion_piece
G20240901112700005,19,white,pawn,c1,a1,7.43,5.06,False,
G20240901112700005,20,black,bishop,a2,a2,0.0,5.79,False,
G20240901112700005,21,white,pawn,b7,b4,9.58,3.89,False,
G20240901112700005,22,black,pawn,a2,e8,0.0,3.96,False,
G20240901112700005,23,white,rook,d5,f6,16.56,3.97,False,
G20240901112700005,24,black,pawn,e5,a6,0.0,5.22,False,
G20240901112700005,25,white,bishop,h5,a7,4.0,3.83,False,
G20240901112700005,26,black,knight,b6,h1,0.0,2.74,False,
G20240901112700005,27,white,queen,b5,c7,3.04,2.37,False,
G20240901112700005,28,black,pawn,a1,f8,0.0,3.55,False,
G20240901112700005,29,white,rook,h6,e3,12.08,4.27,False,
G20240901112700005,30,black,pawn,d8,c2,0.0,5.63,False,
G20240901112700005,31,white,knight,b6,f2,15.84,4.51,False,
G20240901112700005,32,white,(end),??,??,0.0,4.51,False,
G20240901110500006,1,white,pawn,e2,e4,7.31,-1.08,False,
G20240901110500006,2,black,pawn,e7,e6,0.0,-1.0,False,
G20240901110500006,3,white,pawn,d2,d4,7.19,-0.8,False,
G20240901110500006,4,black,pawn,d7,d5,0.0,0.49,False,
G20240901110500006,5,white,knight,a6,f3,7.08,-0.89,False,
G20240901110500006,6,black,pawn,h8,e4,0.0,-0.38,False,
G20240901110500006,7,white,pawn,h4,d5,3.11,-0.97,False,
G20240901110500006,8,black,pawn,c4,f6,0.0,-2.92,False,
G20240901110500006,9,white,pawn,f4,e2,8.27,-3.09,False,
G20240901110500006,10,black,pawn,c5,e7,0.0,-3.44,False,
G20240901110500006,11,white,pawn,b2,e4,31.33,-3.35,False,
G20240901110500006,12,black,rook,g4,e8,0.0,-3.03,False,
G20240901110500006,13,white,pawn,e7,a4,32.06,-4.11,False,
G20240901110500006,14,black,rook,g4,d3,0.0,-3.15,False,
G20240901110500006,15,white,bishop,h7,f5,23.1,-1.97,False,
G20240901110500006,16,black,rook,c5,g8,0.0,-1.13,False,
G20240901110500006,17,white,knight,g3,f1,15.44,-4.04,False,
G20240901110500006,18,black,pawn,d3,d6,0.0,-3.51,False,
G20240901110500006,19,white,pawn,h4,h1,23.46,-2.61,False,
G20240901110500006,20,black,pawn,h4,c7,0.0,-3.56,False,
G20240901110500006,21,white,knight,b6,a5,11.78,-3.44,False,
G20240901110500006,22,black,knight,g6,e2,0.0,-3.03,False,
G20240901110500006,23,white,pawn,g4,g8,9.78,-1.5,False,
G20240901110500006,24,black,bishop,h4,c6,0.0,0.03,False,
G20240901110500006,25,white,bishop,g8,e3,27.96,-1.9,False,
G20240901110500006,26,black,pawn,g5,g3,0.0,-1.35,False,
G20240901110500006,27,white,knight,e6,d5,13.25,-2.81,False,
G20240901110500006,28,black,pawn,f3,e7,0.0,-2.41,False,
G20240901110500006,29,white,pawn,f3,f1,24.03,-2.14,False,
G20240901110500006,30,black,pawn,b3,d3,0.0,-1.52,False,
G20240901110500006,31,white,rook,f3,d7,28.33,-0.29,False,
G20240901110500006,32,black,bishop,b5,d8,0.0,1.79,False,
G20240901110500006,33,white,bishop,b8,b2,11.46,1.67,False,
G20240901110500006,34,black,knight,a8,h3,0.0,2.18,False,
G20240901110500006,35,white,bishop,d8,c1,8.13,1.24,False,
G20240901110500006,36,black,knight,e8,f7,0.0,2.72,False,
G20240901110500006,37,white,knight,b3,f1,3.66,4.19,False,
G20240901110500006,38,black,king,b8,h3,0.0,4.41,False,
G20240901110500006,39,black,(end),??,??,0.0,-4.41,False,
G20240901141200007,1,white,pawn,e2,e4,4.32,-1.87,False,
G20240901141200007,2,black,pawn,c7,c5,0.0,-2.02,False,
G20240901141200007,3,white,pawn,g1,f3,2.48,-2.92,False,
G20240901141200007,4,black,pawn,d7,d6,0.0,-2.23,False,
G20240901141200007,5,white,knight,e5,f8,3.83,-2.93,False,
G20240901141200007,6,black,knight,d8,b6,0.0,-2.72,False,
G20240901141200007,7,white,pawn,e3,b1,3.79,-3.56,False,
G20240901141200007,8,black,knight,g5,b1,0.0,-3.66,False,
G20240901141200007,9,white,pawn,h1,g3,23.06,-3.85,False,
G20240901141200007,10,black,bishop,d1,h3,0.0,-4.95,False,
G20240901141200007,11,white,pawn,c1,g2,32.25,-5.14,False,
G20240901141200007,12,black,rook,e5,e3,0.0,-5.61,False,
G20240901141200007,13,white,knight,f1,g1,18.93,-7.19,False,
G20240901141200007,14,black,rook,g7,h2,0.0,-6.91,False,
G20240901141200007,15,white,pawn,g3,h7,20.56,-5.27,False,
G20240901141200007,16,black,queen,a7,a1,0.0,-4.24,False,
G20240901141200007,17,white,bishop,b2,d2,7.13,-2.14,False,
G20240901141200007,18,black,pawn,c1,f3,0.0,-1.78,False,
G20240901141200007,19,white,rook,b5,h8,24.43,0.26,False,
G20240901141200007,20,black,pawn,a1,a1,0.0,-1.33,False,
G20240901141200007,21,white,bishop,b7,e5,26.34,-0.11,False,
G20240901141200007,22,black,knight,a6,f8,0.0,1.78,False,
G20240901141200007,23,white,knight,c3,b6,33.52,2.67,False,
G20240901141200007,24,black,knight,h5,f5,0.0,4.14,False,
G20240901141200007,25,white,pawn,f1,c5,21.71,4.65,False,
G20240901141200007,26,black,pawn,g4,h5,0.0,4.14,False,
G20240901141200007,27,white,bishop,f5,e7,8.03,5.47,False,
G20240901141200007,28,black,rook,e3,c5,0.0,4.12,False,
G20240901141200007,29,white,queen,h6,b8,28.52,4.37,False,
G20240901141200007,30,black,queen,d5,a7,0.0,5.75,False,
G20240901141200007,31,white,knight,d5,a7,17.71,7.01,False,
G20240901141200007,32,black,rook,d7,e6,0.0,7.48,False,
G20240901141200007,33,white,knight,d4,d4,5.95,7.22,False,
G20240901141200007,34,black,bishop,f7,c4,0.0,5.76,False,
G20240901141200007,35,white,pawn,h6,b6,23.25,5.47,False,
G20240901141200007,36,black,bishop,f5,a2,0.0,4.38,False,
G20240901141200007,37,white,pawn,h4,e5,16.63,5.83,False,
G20240901141200007,38,black,rook,c5,a6,0.0,4.72,False,
G20240901141200007,39,white,pawn,c7,b1,4.63,2.28,False,
G20240901141200007,40,black,knight,b7,b2,0.0,1.28,False,
G20240901141200007,41,white,pawn,d2,g3,12.31,2.75,False,
G20240901141200007,42,black,king,d3,a5,0.0,4.92,False,
G20240901141200007,43,white,queen,a1,a5,20.09,4.15,False,
G20240901141200007,44,black,king,a2,c6,0.0,2.25,False,
G20240901141200007,45,white,rook,d5,h2,12.83,1.34,False,
G20240901141200007,46,black,knight,g3,h4,0.0,1.99,False,
G20240901141200007,47,white,rook,a8,d1,5.61,2.08,False,
G20240901141200007,48,black,rook,f3,h2,0.0,1.5,False,
G20240901141200007,49,white,queen,g1,b8,24.36,1.06,False,
G20240901141200007,50,black,pawn,f3,f4,0.0,1.67,False,
G20240901141200007,51,white,rook,c8,c8,22.03,1.45,False,
G20240901141200007,52,black,pawn,e5,f3,0.0,2.43,False,
G20240901141200007,53,white,pawn,b6,h8,4.63,2.64,False,
G20240901141200007,54,black,rook,d8,e2,0.0,2.34,False,
G20240901141200007,55,white,pawn,d6,g5,24.96,2.63,False,
G20240901141200007,56,black,pawn,c1,e3,0.0,2.16,False,
G20240901141200007,57,white,king,a8,f3,12.19,2.68,False,
G20240901141200007,58,black,pawn,f7,a7,0.0,-0.14,False,
G20240901141200007,59,white,pawn,c3,c4,18.37,0.06,False,
G20240901141200007,60,black,pawn,h5,c4,0.0,0.44,False,
G20240901141200007,61,white,pawn,d5,d1,3.51,0.32,False,
G20240901141200007,62,black,rook,a6,f5,0.0,-0.87,False,
G20240901141200007,63,white,queen,h2,a7,22.93,-2.97,False,
G20240901141200007,64,white,(end),??,??,0.0,-2.97,False,
G20240901133400008,1,white,pawn,e2,e4,0.0,0.33,False,
G20240901133400008,2,black,pawn,e7,e5,3.49,2.95,False,
G20240901133400008,3,white,pawn,g1,f3,0.0,1.51,False,
G20240901133400008,4,black,pawn,b8,c6,1.5,0.88,False,
G20240901133400008,5,white,rook,f7,a5,0.0,1.45,False,
G20240901133400008,6,black,queen,h8,a3,1.14,2.11,False,
G20240901133400008,7,white,pawn,b5,e1,0.0,1.77,False,
G20240901133400008,8,black,pawn,d5,a8,4.66,1.49,False,
G20240901133400008,9,white,queen,c1,e2,0.0,0.86,False,
G20240901133400008,10,black,knight,e2,b2,15.98,1.77,False,
G20240901133400008,11,white,queen,c8,g3,0.0,2.73,False,
G20240901133400008,12,black,queen,a7,g1,15.66,4.32,False,
G20240901133400008,13,white,pawn,d6,g6,0.0,3.26,False,
G20240901133400008,14,black,rook,a6,c6,10.98,1.65,False,
G20240901133400008,15,white,pawn,c2,f7,0.0,2.22,False,
G20240901133400008,16,black,pawn,a4,c7,34.03,2.5,False,
G20240901133400008,17,white,bishop,a1,e5,0.0,-0.29,False,
G20240901133400008,18,black,bishop,a2,e2,19.65,-2.71,False,
G20240901133400008,19,white,pawn,e6,c2,0.0,-1.43,False,
G20240901133400008,20,black,pawn,e2,h3,17.08,-3.57,False,
G20240901133400008,21,white,queen,e5,d2,0.0,-3.49,False,
G20240901133400008,22,black,rook,e8,d7,9.44,-3.47,False,
G20240901133400008,23,black,(end),??,??,0.0,3.47,False,
G20240901113500009,1,white,pawn,d2,d4,0.0,-1.19,False,
G20240901113500009,2,black,pawn,d7,d5,4.59,-2.18,False,
G20240901113500009,3,white,pawn,c2,c4,0.0,-1.02,False,
G20240901113500009,4,black,pawn,e7,e6,1.08,-2.26,False,
G20240901113500009,5,white,pawn,f8,e5,0.0,-0.32,False,
G20240901113500009,6,black,queen,d5,a1,2.11,1.74,False,
G20240901113500009,7,white,knight,a7,h6,0.0,2.52,False,
G20240901113500009,8,black,rook,b4,c7,3.36,1.32,False,
G20240901113500009,9,white,bishop,e2,h5,0.0,2.54,False,
G20240901113500009,10,black,rook,c7,b1,16.13,1.81,False,
G20240901113500009,11,white,pawn,c7,e2,0.0,1.5,False,
G20240901113500009,12,black,pawn,h8,e6,12.37,0.29,False,
G20240901113500009,13,white,pawn,f1,h7,0.0,1.17,False,
G20240901113500009,14,black,knight,c5,c7,21.41,0.65,False,
G20240901113500009,15,white,queen,f4,f4,0.0,0.38,False,
G20240901113500009,16,black,queen,a1,a5,21.08,-2.14,False,
G20240901113500009,17,white,rook,g7,g8,0.0,-1.92,False,
G20240901113500009,18,black,pawn,f8,a2,19.81,-0.91,False,
G20240901113500009,19,white,pawn,c4,g8,0.0,-0.2,False,
G20240901113500009,20,black,rook,f2,c6,13.18,1.85,False,
G20240901113500009,21,white,knight,b5,f7,0.0,1.44,False,
G20240901113500009,22,black,bishop,e4,d7,8.84,0.28,False,
G20240901113500009,23,white,pawn,a7,a1,0.0,-0.82,False,
G20240901113500009,24,black,pawn,a5,g2,21.76,-1.13,False,
G20240901113500009,25,white,knight,e3,d7,0.0,-1.66,False,
G20240901113500009,26,black,bishop,c3,b1,6.2,-0.9,False,
G20240901113500009,27,white,rook,g1,a6,0.0,0.37,False,
G20240901113500009,28,black,pawn,d6,e3,4.05,-1.19,False,
G20240901113500009,29,white,queen,b6,d8,0.0,-2.66,False,
G20240901113500009,30,black,bishop,a1,d7,21.65,-1.32,False,
G20240901113500009,31,white,bishop,d4,a3,0.0,-1.49,False,
G20240901113500009,32,black,queen,c6,a8,12.72,-3.63,False,
G20240901113500009,33,white,knight,b4,g4,0.0,-5.0,False,
G20240901113500009,34,black,knight,g8,a4,5.8,-4.1,False,
G20240901113500009,35,white,pawn,e7,f2,0.0,-2.8,False,
G20240901113500009,36,black,pawn,g6,g2,33.76,-4.76,False,
G20240901113500009,37,white,knight,g4,h5,0.0,-3.21,False,
G20240901113500009,38,black,pawn,g1,e1,13.93,-2.02,False,
G20240901113500009,39,white,pawn,c8,h4,0.0,-0.4,False,
G20240901113500009,40,black,pawn,f4,g7,23.14,-1.21,False,
G20240901113500009,41,white,knight,d4,h3,0.0,-1.54,False,
G20240901113500009,42,black,queen,e8,f4,11.3,-2.02,False,
G20240901113500009,43,white,rook,b5,g1,0.0,-1.87,False,
G20240901113500009,44,black,rook,c5,a7,18.35,-2.4,False,
G20240901113500009,45,white,pawn,d2,b6,0.0,-3.97,False,
G20240901113500009,46,black,rook,e4,b5,4.02,-4.17,False,
G20240901113500009,47,white,knight,f7,h3,0.0,-1.83,False,
G20240901113500009,48,black,queen,c1,f6,22.63,-0.02,False,
G20240901113500009,49,white,knight,g6,b3,0.0,0.29,False,
G20240901113500009,50,black,pawn,e4,a7,2.92,0.62,False,
G20240901113500009,51,white,pawn,g1,e3,0.0,1.23,False,
G20240901113500009,52,black,bishop,d8,e7,17.41,-1.21,False,
G20240901113500009,53,white,pawn,e1,a4,0.0,-2.25,False,
G20240901113500009,54,black,rook,a6,d6,19.24,-0.65,False,
G20240901113500009,55,white,knight,d5,b6,0.0,0.32,False,
G20240901113500009,56,black,queen,g8,f8,13.7,-0.08,False,
G20240901113500009,57,white,rook,c8,d1,0.0,-0.71,False,
G20240901113500009,58,black,queen,e3,c4,14.51,-0.69,False,
G20240901113500009,59,white,knight,g2,d5,0.0,-0.21,False,
G20240901113500009,60,white,(end),??,??,0.0,-0.21,False,
G20240901105300010,1,white,pawn,e2,e4,0.0,1.06,False,
G20240901105300010,2,black,pawn,e7,e6,5.89,2.15,False,
G20240901105300010,3,white,pawn,d2,d4,0.0,3.14,False,
G20240901105300010,4,black,pawn,d7,d5,5.11,4.17,False,
G20240901105300010,5,white,pawn,b7,c3,0.0,2.84,False,
G20240901105300010,6,black,rook,d2,e1,3.52,1.9,False,
G20240901105300010,7,white,pawn,a5,e4,0.0,2.48,False,
G20240901105300010,8,black,queen,c6,h8,4.98,2.89,False,
G20240901105300010,9,white,pawn,b1,a8,0.0,4.5,False,
G20240901105300010,10,black,bishop,e2,h7,18.63,4.04,False,
G20240901105300010,11,white,rook,f1,f2,0.0,2.77,False,
G20240901105300010,12,black,queen,e4,b3,26.92,1.32,False,
G20240901105300010,13,white,pawn,g3,e6,0.0,1.84,False,
G20240901105300010,14,black,rook,c2,e6,15.14,3.13,False,
G20240901105300010,15,white,bishop,f6,d6,0.0,4.51,False,
G20240901105300010,16,black,rook,e4,a1,6.43,6.02,False,
G20240901105300010,17,white,rook,g1,d8,0.0,3.96,False,
G20240901105300010,18,black,king,b3,d3,7.43,4.47,False,
G20240901105300010,19,white,bishop,g2,a8,0.0,3.35,False,
G20240901105300010,20,black,pawn,a7,c5,5.3,3.17,False,
G20240901105300010,21,white,pawn,g6,b8,0.0,5.68,False,
G20240901105300010,22,black,rook,g5,a8,28.73,5.37,False,
